D_pth [mm],d_apad [mm],shield [mm],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.2,0.8,1.35,38.95,-29.55662007,-0.522689612,-158.8000252,122.9596489
0.2,0.8,1.35,39,-29.75081951,-0.520487219,-160.1089461,122.1889363
0.2,0.8,1.35,39.05,-29.95180887,-0.517968127,-161.3830642,121.4133472
0.2,0.8,1.35,39.1,-30.16261204,-0.515461276,-162.6362615,120.6329504
0.2,0.8,1.35,39.15,-30.38580831,-0.513203788,-163.8849829,119.8484656
0.2,0.8,1.35,39.2,-30.62345182,-0.511338625,-165.1471319,119.0608766
0.2,0.8,1.35,39.25,-30.87707872,-0.509931976,-166.4408928,118.2711776
0.2,0.8,1.35,39.3,-31.14778915,-0.508995523,-167.7837474,117.4802427
0.2,0.8,1.35,39.35,-31.43637708,-0.508506155,-169.1918558,116.6887777
0.2,0.8,1.35,39.4,-31.7434773,-0.508420778,-170.6798519,115.8973188
0.2,0.8,1.35,39.45,-32.06970492,-0.508686442,-172.2610135,115.1062506
0.2,0.8,1.35,39.5,-32.41577252,-0.509246827,-173.9477245,114.3158321
0.2,0.8,1.35,39.55,-32.78257915,-0.51004621,-175.7521411,113.5262212
0.2,0.8,1.35,39.6,-33.17127186,-0.511031795,-177.6870019,112.7374965
0.2,0.8,1.35,39.65,-33.58328342,-0.512155026,-179.7665557,111.9496748
0.2,0.8,1.35,39.7,-34.02034947,-0.513372313,177.9923794,111.1627254
0.2,0.8,1.35,39.75,-34.48450578,-0.514645413,175.5691764,110.3765816
0.2,0.8,1.35,39.8,-34.97806104,-0.515941638,172.9378942,109.5911487
0.2,0.8,1.35,39.85,-35.50353227,-0.517233969,170.0653874,108.8063119
0.2,0.8,1.35,39.9,-36.06351648,-0.518501143,166.9088752,108.0219418
0.2,0.8,1.35,39.95,-36.66044948,-0.519727727,163.4127882,107.237899
0.2,0.8,1.35,40,-37.29616452,-0.520904188,159.5047188,106.4540388
0.2,0.8,1.35,40.05,-37.97109975,-0.522026983,155.0904303,105.6702148
0.2,0.8,1.35,40.1,-38.68290346,-0.523098637,150.0483142,104.8862819
0.2,0.8,1.35,40.15,-39.4240529,-0.524127841,144.2248786,104.1021005
0.2,0.8,1.35,40.2,-40.17800642,-0.525129524,137.4356233,103.3175389
0.2,0.8,1.35,40.25,-40.9136347,-0.526124935,129.4811166,102.5324767
0.2,0.8,1.35,40.3,-41.57898159,-0.527141699,120.195566,101.7468077
0.2,0.8,1.35,40.35,-42.0988964,-0.528213853,109.5454799,100.9604432
0.2,0.8,1.35,40.4,-42.38576785,-0.529381854,97.76295133,100.173315
0.2,0.8,1.35,40.45,-42.36989915,-0.530692562,85.41634275,99.38537833
0.2,0.8,1.35,40.5,-42.03561399,-0.532199179,73.28445415,98.59661494
0.2,0.8,1.35,40.55,-41.43065591,-0.533961147,62.06362371,97.80703635
0.2,0.8,1.35,40.6,-40.63880753,-0.536044005,52.14333471,97.01668673
0.2,0.8,1.35,40.65,-39.74337784,-0.538519193,43.59674481,96.225646
0.2,0.8,1.35,40.7,-38.80724956,-0.541463802,36.30219205,95.43403271
0.2,0.8,1.35,40.75,-37.87042625,-0.544960275,30.06414942,94.64200692
0.2,0.8,1.35,40.8,-36.95532918,-0.54909604,24.68394123,93.84977287
0.2,0.8,1.35,40.85,-36.0729636,-0.553963094,19.98851945,93.0575816
0.2,0.8,1.35,40.9,-35.22758348,-0.559657523,15.8368124,92.26573323
0.2,0.8,1.35,40.95,-34.41970009,-0.566278959,12.11695347,91.47457907
0.2,0.8,1.35,41,-33.64788101,-0.573929987,8.740928222,90.68452348
0.2,0.8,1.4,37,-30.68588468,-0.496477621,-127.2560664,-28.91892578
0.2,0.8,1.4,37.05,-30.79188281,-0.499244841,-127.6314806,-29.67988482
0.2,0.8,1.4,37.1,-30.91783699,-0.501660645,-128.0193386,-30.44595793
0.2,0.8,1.4,37.15,-31.0655099,-0.503792174,-128.4075881,-31.21742646
0.2,0.8,1.4,37.2,-31.23686031,-0.505722446,-128.7807608,-31.99459015
0.2,0.8,1.4,37.25,-31.43406763,-0.507553582,-129.1187595,-32.77776909
0.2,0.8,1.4,37.3,-31.65954246,-0.509411394,-129.3950905,-33.56730414
0.2,0.8,1.4,37.35,-31.91589889,-0.511451895,-129.5742665,-34.36355392
0.2,0.8,1.4,37.4,-32.20583646,-0.513870598,-129.6079669,-35.16688469
0.2,0.8,1.4,37.45,-32.5318231,-0.516915799,-129.4293695,-35.97764569
0.2,0.8,1.4,37.5,-32.89535372,-0.520907546,-128.9449157,-36.79611642
0.2,0.8,1.4,37.55,-33.2953242,-0.526264479,-128.022908,-37.62239968
0.2,0.8,1.4,37.6,-33.72461393,-0.533540918,-126.47968,-38.45621068
0.2,0.8,1.4,37.65,-34.16325708,-0.543475179,-124.0693587,-39.29646845
0.2,0.8,1.4,37.7,-34.5660576,-0.557043612,-120.4990032,-40.1405161
0.2,0.8,1.4,37.75,-34.84486875,-0.575493563,-115.5257109,-40.98267186
0.2,0.8,1.4,37.8,-34.85865592,-0.600269189,-109.2237572,-41.81168634
0.2,0.8,1.4,37.85,-34.45003874,-0.632604253,-102.3891885,-42.60686091
0.2,0.8,1.4,37.9,-33.55358704,-0.672322312,-96.629413,-43.33419406
0.2,0.8,1.4,37.95,-32.28663026,-0.715378292,-93.64978967,-43.94933012
0.2,0.8,1.4,38,-30.90267474,-0.751229418,-94.31316062,-44.4220138
0.2,0.8,1.4,38.05,-29.66583033,-0.765138806,-98.36932483,-44.78424658
0.2,0.8,1.4,38.1,-28.75666387,-0.749239887,-104.7634465,-45.14583995
0.2,0.8,1.4,38.15,-28.2323415,-0.71083016,-112.1583158,-45.61991061
0.2,0.8,1.4,38.2,-28.04396373,-0.664974352,-119.4544348,-46.24310524
0.2,0.8,1.4,38.25,-28.0944774,-0.622910412,-126.0439084,-46.98577609
0.2,0.8,1.4,38.3,-28.29072331,-0.589131405,-131.7420745,-47.80149167
0.2,0.8,1.4,38.35,-28.56501022,-0.563986278,-136.5966372,-48.65391238
0.2,0.8,1.4,38.4,-28.87495587,-0.54628966,-140.7386164,-49.52045975
0.2,0.8,1.4,38.45,-29.1963298,-0.534606329,-144.3067158,-50.38828302
0.2,0.8,1.4,38.5,-29.51627043,-0.5276692,-147.4197399,-51.25009077
0.2,0.8,1.4,38.55,-29.82861962,-0.524426358,-150.1713355,-52.10146786
0.2,0.8,1.4,38.6,-30.1310829,-0.523966701,-152.6328473,-52.93948761
0.2,0.8,1.4,38.65,-30.42358941,-0.525428176,-154.8581504,-53.762222
0.2,0.8,1.4,38.7,-30.70736318,-0.52793835,-156.8882512,-54.56884624
0.2,0.8,1.4,38.75,-30.98439731,-0.530620341,-158.7550551,-55.36005051
0.2,0.8,1.4,38.8,-31.25715213,-0.532678121,-160.484269,-56.13838282
0.2,0.8,1.4,38.85,-31.52837706,-0.533534507,-162.0975766,-56.90811163
0.2,0.8,1.4,38.9,-31.80100181,-0.532949444,-163.6142449,-57.67441589
0.2,0.8,1.4,38.95,-32.07806782,-0.53104157,-165.0522987,-58.44216183
0.2,0.8,1.4,39,-32.36268499,-0.528193676,-166.429377,-59.21484731
0.2,0.8,1.4,39.05,-32.65800659,-0.524895865,-167.7633611,-59.99416652
0.2,0.8,1.4,39.1,-32.96721897,-0.521604201,-169.0728504,-60.78021774
0.2,0.8,1.4,39.15,-33.29354493,-0.518660269,-170.377552,-61.57205476
0.2,0.8,1.4,39.2,-33.64026031,-0.516271823,-171.6986455,-62.36825775
0.2,0.8,1.4,39.25,-34.0107234,-0.514531044,-173.0591856,-63.16734813
0.2,0.8,1.4,39.3,-34.40841687,-0.513446436,-174.4846085,-63.96801917
0.2,0.8,1.4,39.35,-34.83700052,-0.512973686,-176.0034228,-64.76922648
0.2,0.8,1.4,39.4,-35.30037247,-0.513039637,-177.6481841,-65.57019577
0.2,0.8,1.4,39.45,-35.80273281,-0.513558721,-179.4568911,-66.3703916
0.2,0.8,1.4,39.5,-36.34863854,-0.514443254,178.5250045,-67.16947361
0.2,0.8,1.4,39.55,-36.94302679,-0.515609425,176.241694,-67.96725349
0.2,0.8,1.4,39.6,-37.59116022,-0.516980501,173.6228077,-68.76365792
0.2,0.8,1.4,39.65,-38.29840126,-0.518488358,170.5773313,-69.55869871
0.2,0.8,1.4,39.7,-39.06962652,-0.520074075,166.9848898,-70.35244955
0.2,0.8,1.4,39.75,-39.90790261,-0.521688012,162.6836274,-71.14502822
0.2,0.8,1.4,39.8,-40.81168127,-0.523289664,157.4546912,-71.93658292
0.2,0.8,1.4,39.85,-41.76915733,-0.524847417,151.0067316,-72.72728175
0.2,0.8,1.4,39.9,-42.74775686,-0.5263383,142.9746361,-73.51730448
0.2,0.8,1.4,39.95,-43.67753709,-0.527747747,132.9729246,-74.30683584
0.2,0.8,1.4,40,-44.43493866,-0.529069406,120.7809551,-75.09606002
0.2,0.8,1.4,40.05,-44.85412521,-0.530304976,106.6970149,-75.88515589
0.2,0.8,1.4,40.1,-44.80186279,-0.531464076,91.80015805,-76.67429282
0.2,0.8,1.4,40.15,-44.27655665,-0.532564132,77.58944833,-77.46362682
0.2,0.8,1.4,40.2,-43.40933941,-0.533630274,65.15730876,-78.25329686
0.2,0.8,1.4,40.25,-42.36564153,-0.534695232,54.81653494,-79.04342148
0.2,0.8,1.4,40.3,-41.26924138,-0.535799223,46.35601283,-79.83409537
0.2,0.8,1.4,40.35,-40.1901123,-0.536989821,39.39658494,-80.62538608
0.2,0.8,1.4,40.4,-39.16050366,-0.538321793,33.5790405,-81.4173308
0.2,0.8,1.4,40.45,-38.19162135,-0.539856912,28.61890003,-82.20993312
0.2,0.8,1.4,40.5,-37.28423736,-0.54166372,24.30554614,-83.00315994
0.2,0.8,1.4,40.55,-36.43439844,-0.54381725,20.48671755,-83.79693836
0.2,0.8,1.4,40.6,-35.6362731,-0.5463987,17.05286109,-84.59115273
0.2,0.8,1.4,40.65,-34.88350484,-0.549495045,13.92485801,-85.38564179
0.2,0.8,1.4,40.7,-34.16982099,-0.553198602,11.04515432,-86.18019599
0.2,0.8,1.4,40.75,-33.48927928,-0.55760653,8.371530263,-86.97455496
0.2,0.8,1.4,40.8,-32.8363416,-0.56282027,5.872750356,-87.76840527
0.2,0.8,1.4,40.85,-32.20586789,-0.568944928,3.525513384,-88.56137843
0.2,0.8,1.4,40.9,-31.5930751,-0.5760886,1.31229433,-89.35304921
0.2,0.8,1.4,40.95,-30.99348214,-0.584361642,-0.780200042,-90.14293439
0.2,0.8,1.4,41,-30.40285039,-0.593875887,-2.762150202,-90.93049184
0.2,0.8,1.45,37,-33.16928722,-0.507752043,-113.0686108,148.3464414
0.2,0.8,1.45,37.05,-33.34529823,-0.505532587,-114.2283372,147.5931112
0.2,0.8,1.45,37.1,-33.55613745,-0.504112789,-115.1717933,146.8280624
0.2,0.8,1.45,37.15,-33.79928989,-0.50354499,-115.8665147,146.0522859
0.2,0.8,1.45,37.2,-34.0720123,-0.50388067,-116.2798237,145.2667833
0.2,0.8,1.45,37.25,-34.37134053,-0.505171101,-116.3773915,144.4725635
0.2,0.8,1.45,37.3,-34.69398877,-0.507468369,-116.1213833,143.6706381
0.2,0.8,1.45,37.35,-35.03609425,-0.510826877,-115.4682831,142.8620187
0.2,0.8,1.45,37.4,-35.39274124,-0.51530551,-114.3665887,142.0477147
0.2,0.8,1.45,37.45,-35.75716959,-0.520970711,-112.7547951,141.2287343
0.2,0.8,1.45,37.5,-36.11954271,-0.527900811,-110.560577,140.4060898
0.2,0.8,1.45,37.55,-36.46514691,-0.536192149,-107.7030333,139.5808101
0.2,0.8,1.45,37.6,-36.77199535,-0.545967704,-104.1014407,138.7539658
0.2,0.8,1.45,37.65,-37.00817851,-0.557389336,-99.69591152,137.9267184
0.2,0.8,1.45,37.7,-37.13015479,-0.570675114,-94.48590453,137.1004083
0.2,0.8,1.45,37.75,-37.08445701,-0.58612365,-88.58705122,136.2767196
0.2,0.8,1.45,37.8,-36.81585885,-0.604147327,-82.28976414,135.4579833
0.2,0.8,1.45,37.85,-36.28238266,-0.625314173,-76.08084542,134.6477497
0.2,0.8,1.45,37.9,-35.47110004,-0.650388651,-70.59295778,133.8518791
0.2,0.8,1.45,37.95,-34.40520141,-0.680327733,-66.50015322,133.0806298
0.2,0.8,1.45,38,-33.14017348,-0.716079438,-64.43087033,132.352535
0.2,0.8,1.45,38.05,-31.75892727,-0.757713825,-64.94243951,131.7007204
0.2,0.8,1.45,38.1,-30.37773971,-0.801710542,-68.50505288,131.1784816
0.2,0.8,1.45,38.15,-29.16079826,-0.835026178,-75.35858032,130.8426807
0.2,0.8,1.45,38.2,-28.31051614,-0.831590028,-85.14601888,130.6624642
0.2,0.8,1.45,38.25,-27.98421604,-0.774508401,-96.60488022,130.4048314
0.2,0.8,1.45,38.3,-28.17911402,-0.690835048,-107.9838717,129.8227299
0.2,0.8,1.45,38.35,-28.73672376,-0.621893719,-118.0133757,128.9553916
0.2,0.8,1.45,38.4,-29.46488554,-0.580220158,-126.2996015,127.9799793
0.2,0.8,1.45,38.45,-30.22545453,-0.559131058,-132.990527,127.0062509
0.2,0.8,1.45,38.5,-30.94530153,-0.549985258,-138.3810159,126.0696237
0.2,0.8,1.45,38.55,-31.59665131,-0.547003327,-142.7365607,125.1730622
0.2,0.8,1.45,38.6,-32.17732553,-0.546894361,-146.2618446,124.31013
0.2,0.8,1.45,38.65,-32.6974002,-0.547865977,-149.1155939,123.4731257
0.2,0.8,1.45,38.7,-33.17129459,-0.548955032,-151.4277264,122.6552853
0.2,0.8,1.45,38.75,-33.61358869,-0.549656741,-153.3088223,121.8511083
0.2,0.8,1.45,38.8,-34.03721669,-0.549728756,-154.8538123,121.0562008
0.2,0.8,1.45,38.85,-34.45302682,-0.549087193,-156.1433133,120.2670574
0.2,0.8,1.45,38.9,-34.87001155,-0.547749379,-157.2446395,119.4808855
0.2,0.8,1.45,38.95,-35.29579019,-0.545799939,-158.2131572,118.695487
0.2,0.8,1.45,39,-35.73713316,-0.543368284,-159.0939736,117.9091807
0.2,0.8,1.45,39.05,-36.20044735,-0.540611506,-159.9237565,117.1207514
0.2,0.8,1.45,39.1,-36.69221163,-0.537699879,-160.7325165,116.3294098
0.2,0.8,1.45,39.15,-37.21938614,-0.534803878,-161.5452733,115.5347531
0.2,0.8,1.45,39.2,-37.78983614,-0.532082648,-162.3836153,114.7367184
0.2,0.8,1.45,39.25,-38.412826,-0.529674311,-163.2672377,113.9355279
0.2,0.8,1.45,39.3,-39.0996605,-0.527688608,-164.2156227,113.1316247
0.2,0.8,1.45,39.35,-39.86459136,-0.526202315,-165.250151,112.3256044
0.2,0.8,1.45,39.4,-40.72618685,-0.525257574,-166.3971659,111.5181445
0.2,0.8,1.45,39.45,-41.7095236,-0.524863008,-167.6930294,110.7099401
0.2,0.8,1.45,39.5,-42.84990328,-0.524997179,-169.1934348,109.9016473
0.2,0.8,1.45,39.55,-44.19958151,-0.525613791,-170.992465,109.0938398
0.2,0.8,1.45,39.6,-45.84096178,-0.526647927,-173.2664595,108.2869782
0.2,0.8,1.45,39.65,-47.91520819,-0.528022655,-176.3912123,107.4813939
0.2,0.8,1.45,39.7,-50.69264571,-0.52965542,178.6720735,106.6772848
0.2,0.8,1.45,39.75,-54.76644059,-0.531463816,168.6237129,105.8747206
0.2,0.8,1.45,39.8,-61.07028388,-0.533370465,135.304628,105.0736567
0.2,0.8,1.45,39.85,-59.82019897,-0.535306892,56.27957547,104.2739518
0.2,0.8,1.45,39.9,-53.66879446,-0.537216392,30.10653942,103.4753895
0.2,0.8,1.45,39.95,-49.69946374,-0.539055959,21.33886475,102.6776996
0.2,0.8,1.45,40,-46.88881564,-0.540797415,16.71796372,101.8805801
0.2,0.8,1.45,40.05,-44.72068842,-0.54242787,13.6327928,101.0837166
0.2,0.8,1.45,40.1,-42.95460999,-0.543949663,11.27421718,100.286801
0.2,0.8,1.45,40.15,-41.46228243,-0.545379899,9.313542384,99.48954714
0.2,0.8,1.45,40.2,-40.16760603,-0.546749718,7.592123492,98.69170442
0.2,0.8,1.45,40.25,-39.02175224,-0.548103353,6.023249145,97.89306955
0.2,0.8,1.45,40.3,-37.99146159,-0.549497077,4.554460469,97.09349599
0.2,0.8,1.45,40.35,-37.05299837,-0.550998061,3.150941812,96.29290179
0.2,0.8,1.45,40.4,-36.18878633,-0.552683197,1.787400819,95.49127579
0.2,0.8,1.45,40.45,-35.38542422,-0.554637903,0.443760643,94.68868241
0.2,0.8,1.45,40.5,-34.63246087,-0.556954918,-0.897284833,93.88526534
0.2,0.8,1.45,40.55,-33.9216129,-0.559733109,-2.251740672,93.08125001
0.2,0.8,1.45,40.6,-33.24625377,-0.563076282,-3.635238796,92.27694523
0.2,0.8,1.45,40.65,-32.60107737,-0.567092005,-5.063645991,91.47274384
0.2,0.8,1.45,40.7,-31.98187936,-0.571890444,-6.553467083,90.66912265
0.2,0.8,1.45,40.75,-31.38542228,-0.577583217,-8.122099354,89.86664157
0.2,0.8,1.45,40.8,-30.80936352,-0.584282253,-9.787957218,89.06594198
0.2,0.8,1.45,40.85,-30.25223274,-0.592098685,-11.57045914,88.26774439
0.2,0.8,1.45,40.9,-29.71344911,-0.60114176,-13.48984579,87.47284549
0.2,0.8,1.45,40.95,-29.19336996,-0.611517779,-15.56677742,86.6821144
0.2,0.8,1.45,41,-28.69336032,-0.623329077,-17.82164012,85.89648829
0.2,0.8,1.5,37,-35.23666675,-0.506659294,-111.0087598,-33.4693113
0.2,0.8,1.5,37.05,-35.38090835,-0.509230288,-111.5260981,-34.21607395
0.2,0.8,1.5,37.1,-35.56606424,-0.511010126,-111.9913819,-34.97548766
0.2,0.8,1.5,37.15,-35.79582709,-0.512237133,-112.3651044,-35.74708114
0.2,0.8,1.5,37.2,-36.07370773,-0.513151291,-112.5979637,-36.53027754
0.2,0.8,1.5,37.25,-36.40277279,-0.513993038,-112.6284636,-37.32438816
0.2,0.8,1.5,37.3,-36.78520319,-0.515001984,-112.3798012,-38.128606
0.2,0.8,1.5,37.35,-37.22153648,-0.516415566,-111.7559924,-38.94199892
0.2,0.8,1.5,37.4,-37.70936149,-0.518467677,-110.6375683,-39.76350244
0.2,0.8,1.5,37.45,-38.24110574,-0.521387337,-108.8782381,-40.59191168
0.2,0.8,1.5,37.5,-38.80045207,-0.525397451,-106.3064149,-41.42587189
0.2,0.8,1.5,37.55,-39.35708741,-0.530713789,-102.7404915,-42.26386652
0.2,0.8,1.5,37.6,-39.86059434,-0.537544272,-98.03393283,-43.10420096
0.2,0.8,1.5,37.65,-40.23741548,-0.546088741,-92.16807385,-43.94497868
0.2,0.8,1.5,37.7,-40.39943653,-0.556539279,-85.38349049,-44.78406479
0.2,0.8,1.5,37.75,-40.27158058,-0.569081117,-78.26549315,-45.61902796
0.2,0.8,1.5,37.8,-39.8279508,-0.583893744,-71.64983208,-46.44704633
0.2,0.8,1.5,37.85,-39.10573255,-0.601150945,-66.34808803,-47.26475342
0.2,0.8,1.5,37.9,-38.18244366,-0.621016336,-62.90651302,-48.06798496
0.2,0.8,1.5,37.95,-37.14041517,-0.643625801,-61.56549812,-48.85136611
0.2,0.8,1.5,38,-36.04626445,-0.669036522,-62.35886856,-49.60765423
0.2,0.8,1.5,38.05,-34.94950807,-0.697096196,-65.21758585,-50.32675533
0.2,0.8,1.5,38.1,-33.89112505,-0.727132176,-70.01518874,-50.99448206
0.2,0.8,1.5,38.15,-32.91331789,-0.757270684,-76.557635,-51.59181582
0.2,0.8,1.5,38.2,-32.06438525,-0.783152448,-84.54344899,-52.0976894
0.2,0.8,1.5,38.25,-31.39445219,-0.796309916,-93.53080862,-52.50318115
0.2,0.8,1.5,38.3,-30.94229622,-0.784787774,-102.9558466,-52.8462028
0.2,0.8,1.5,38.35,-30.72129512,-0.741599746,-112.2256538,-53.24314748
0.2,0.8,1.5,38.4,-30.71558736,-0.677756044,-120.8488491,-53.83200314
0.2,0.8,1.5,38.45,-30.88924434,-0.617435367,-128.5252038,-54.639499
0.2,0.8,1.5,38.5,-31.20054662,-0.576162499,-135.1517111,-55.57253354
0.2,0.8,1.5,38.55,-31.61255099,-0.554138066,-140.7690066,-56.53026668
0.2,0.8,1.5,38.6,-32.09737424,-0.545011902,-145.4953026,-57.4613622
0.2,0.8,1.5,38.65,-32.63617761,-0.542782131,-149.47626,-58.35293669
0.2,0.8,1.5,38.7,-33.21745124,-0.543534269,-152.8561651,-59.20891403
0.2,0.8,1.5,38.75,-33.83513897,-0.545085312,-155.7651399,-60.03785352
0.2,0.8,1.5,38.8,-34.48717737,-0.546345902,-158.315784,-60.84820992
0.2,0.8,1.5,38.85,-35.17453777,-0.546856385,-160.6045565,-61.64695657
0.2,0.8,1.5,38.9,-35.90070135,-0.54650556,-162.7152725,-62.43942188
0.2,0.8,1.5,38.95,-36.67148339,-0.545368197,-164.7235382,-63.22948527
0.2,0.8,1.5,39,-37.49515791,-0.543611063,-166.7018606,-64.01984066
0.2,0.8,1.5,39.05,-38.38288129,-0.541437569,-168.7258238,-64.81224177
0.2,0.8,1.5,39.1,-39.34946746,-0.539054669,-170.8824174,-65.60771149
0.2,0.8,1.5,39.15,-40.41462721,-0.536653179,-173.2827431,-66.40671664
0.2,0.8,1.5,39.2,-41.6048442,-0.534396635,-176.0836752,-67.20931335
0.2,0.8,1.5,39.25,-42.95604249,-0.532415843,-179.5284279,-68.01526728
0.2,0.8,1.5,39.3,-44.51670135,-0.530807296,175.9708508,-68.82415228
0.2,0.8,1.5,39.35,-46.34807426,-0.52963425,169.6522035,-69.63543005
0.2,0.8,1.5,39.4,-48.50247457,-0.528929527,159.9943319,-70.44851293
0.2,0.8,1.5,39.45,-50.88504195,-0.528699395,143.9468723,-71.26281198
0.2,0.8,1.5,39.5,-52.71569966,-0.528928,117.5117404,-72.07777236
0.2,0.8,1.5,39.55,-52.37619224,-0.529581986,85.3804202,-72.8928979
0.2,0.8,1.5,39.6,-50.18663021,-0.530615026,61.41564379,-73.70776677
0.2,0.8,1.5,39.65,-47.72652456,-0.53197209,47.1222952,-74.52203992
0.2,0.8,1.5,39.7,-45.55005767,-0.533593343,38.33680269,-75.33546389
0.2,0.8,1.5,39.75,-43.69311319,-0.535417608,32.43036173,-76.14786932
0.2,0.8,1.5,39.8,-42.09740017,-0.537385382,28.11499998,-76.95916617
0.2,0.8,1.5,39.85,-40.7050378,-0.539441405,24.74193884,-77.7693368
0.2,0.8,1.5,39.9,-39.47154258,-0.541536819,21.96049994,-78.57842736
0.2,0.8,1.5,39.95,-38.36422746,-0.543630935,19.56783731,-79.38653835
0.2,0.8,1.5,40,-37.35904445,-0.545692654,17.43974151,-80.1938146
0.2,0.8,1.5,40.05,-36.4380465,-0.547701587,15.49658946,-81.000435
0.2,0.8,1.5,40.1,-35.58759764,-0.549648897,13.68547492,-81.80660234
0.2,0.8,1.5,40.15,-34.7971438,-0.551537903,11.9702745,-82.61253322
0.2,0.8,1.5,40.2,-34.05836548,-0.553384479,10.32583682,-83.41844837
0.2,0.8,1.5,40.25,-33.36458562,-0.555217261,8.73442496,-84.22456317
0.2,0.8,1.5,40.3,-32.7103486,-0.557077696,7.18344536,-85.03107865
0.2,0.8,1.5,40.35,-32.09111581,-0.559019935,5.663939488,-85.83817287
0.2,0.8,1.5,40.4,-31.50304201,-0.56111059,4.169543025,-86.64599268
0.2,0.8,1.5,40.45,-30.94280899,-0.563428363,2.695740145,-87.45464595
0.2,0.8,1.5,40.5,-30.40750043,-0.566063556,1.239309332,-88.26419418
0.2,0.8,1.5,40.55,-29.89450733,-0.569117458,-0.202103093,-89.07464556
0.2,0.8,1.5,40.6,-29.40145618,-0.572701623,-1.630321929,-89.88594857
0.2,0.8,1.5,40.65,-28.92615463,-0.576937038,-3.0469204,-90.69798598
0.2,0.8,1.5,40.7,-28.46655064,-0.58195318,-4.45345291,-91.51056945
0.2,0.8,1.5,40.75,-28.0207022,-0.587886972,-5.851654929,-92.32343467
0.2,0.8,1.5,40.8,-27.58675542,-0.594881638,-7.243618472,-93.13623719
0.2,0.8,1.5,40.85,-27.1629293,-0.603085465,-8.631949709,-93.94854896
0.2,0.8,1.5,40.9,-26.74750605,-0.612650479,-10.01991419,-94.75985555
0.2,0.8,1.5,40.95,-26.33882592,-0.62373104,-11.4115747,-95.56955438
0.2,0.8,1.5,41,-25.9352862,-0.636482377,-12.81192645,-96.37695368
0.25,0.6,1.35,37,-16.69374067,-0.552610048,-129.8373692,135.0508409
0.25,0.6,1.35,37.05,-16.8727162,-0.545848959,-130.6151889,134.1241147
0.25,0.6,1.35,37.1,-17.04757268,-0.540978815,-131.3455822,133.2108484
0.25,0.6,1.35,37.15,-17.21808792,-0.537749606,-132.0340072,132.3108682
0.25,0.6,1.35,37.2,-17.38412309,-0.535924523,-132.6856566,131.4238833
0.25,0.6,1.35,37.25,-17.54561296,-0.535280874,-133.3054561,130.5494986
0.25,0.6,1.35,37.3,-17.70255776,-0.535610756,-133.8980676,129.6872283
0.25,0.6,1.35,37.35,-17.85501635,-0.536721497,-134.467898,128.8365082
0.25,0.6,1.35,37.4,-18.00310069,-0.538435888,-135.019109,127.9967082
0.25,0.6,1.35,37.45,-18.14697136,-0.540592234,-135.5556296,127.1671436
0.25,0.6,1.35,37.5,-18.28683418,-0.543044258,-136.0811682,126.3470862
0.25,0.6,1.35,37.55,-18.42293757,-0.545660858,-136.599224,125.5357745
0.25,0.6,1.35,37.6,-18.55557077,-0.548325764,-137.1130976,124.7324234
0.25,0.6,1.35,37.65,-18.68506267,-0.550937092,-137.6259005,123.9362326
0.25,0.6,1.35,37.7,-18.81178124,-0.553406829,-138.1405617,123.1463951
0.25,0.6,1.35,37.75,-18.93613339,-0.555660251,-138.6598324,122.3621045
0.25,0.6,1.35,37.8,-19.05856533,-0.557635297,-139.1862888,121.5825613
0.25,0.6,1.35,37.85,-19.17956322,-0.5592819,-139.7223313,120.8069799
0.25,0.6,1.35,37.9,-19.29965406,-0.560561292,-140.270181,120.034593
0.25,0.6,1.35,37.95,-19.4194069,-0.56144529,-140.8318734,119.2646576
0.25,0.6,1.35,38,-19.53943404,-0.561915561,-141.4092486,118.4964585
0.25,0.6,1.35,38.05,-19.66039251,-0.561962886,-142.003938,117.7293129
0.25,0.6,1.35,38.1,-19.78298536,-0.561586407,-142.6173483,116.9625734
0.25,0.6,1.35,38.15,-19.90796309,-0.560792883,-143.2506413,116.195631
0.25,0.6,1.35,38.2,-20.03612485,-0.559595942,-143.9047112,115.427918
0.25,0.6,1.35,38.25,-20.16831958,-0.558015331,-144.5801582,114.6589097
0.25,0.6,1.35,38.3,-20.3054469,-0.556076182,-145.2772598,113.8881266
0.25,0.6,1.35,38.35,-20.44845781,-0.553808275,-145.995939,113.1151354
0.25,0.6,1.35,38.4,-20.59835514,-0.551245319,-146.7357308,112.33955
0.25,0.6,1.35,38.45,-20.75619383,-0.548424236,-147.4957469,111.5610326
0.25,0.6,1.35,38.5,-20.92308108,-0.545384468,-148.2746394,110.7792933
0.25,0.6,1.35,38.55,-21.10017644,-0.542167292,-149.0705641,109.9940906
0.25,0.6,1.35,38.6,-21.28869215,-0.538815159,-149.8811431,109.2052307
0.25,0.6,1.35,38.65,-21.48989385,-0.535371056,-150.7034281,108.4125666
0.25,0.6,1.35,38.7,-21.70510213,-0.531877888,-151.5338631,107.6159974
0.25,0.6,1.35,38.75,-21.93569529,-0.528377895,-152.3682463,106.8154664
0.25,0.6,1.35,38.8,-22.18311394,-0.524912102,-153.20169,106.0109595
0.25,0.6,1.35,38.85,-22.44886813,-0.521519796,-154.0285756,105.2025033
